acronym,color_hex_triplet,graph_order,id,name,parent_structure_id,st_level,structure_id_path
PPT,f2f1f0,752,1061,Posterior pretectal nucleus,1100,,/997/8/343/313/323/1100/1061/
CUN,f2f1f0,753,616,Cuneiform nucleus,323,,/997/8/343/313/323/616/
RN,f2f1f0,754,214,Red nucleus,323,,/997/8/343/313/323/214/
III,f2f1f0,755,35,Oculomotor nucleus,323,,/997/8/343/313/323/35/
EW,f2f1f0,756,975,Edinger-Westphal nucleus,323,,/997/8/343/313/323/975/
IV,f2f1f0,757,115,Trochlear nucleus,323,,/997/8/343/313/323/115/
VTN,f2f1f0,758,757,Ventral tegmental nucleus,323,,/997/8/343/313/323/757/
AT,f2f1f0,759,231,Anterior tegmental nucleus,323,,/997/8/343/313/323/231/
LT,f2f1f0,760,66,Lateral terminal nucleus of the accessory optic tract,323,,/997/8/343/313/323/66/
DT,f2f1f0,761,75,Dorsal terminal nucleus of the accessory optic tract,323,,/997/8/343/313/323/75/
MT,f2f1f0,762,58,Medial terminal nucleus of the accessory optic tract,323,,/997/8/343/313/323/58/
SNl,f2f1f0,763,615,"Substantia nigra, lateral part",323,,/997/8/343/313/323/615/
MBsta,f2f1f0,764,348,"Midbrain, behavioral state related",313,,/997/8/343/313/348/
SNc,f2f1f0,765,374,"Substantia nigra, compact part",348,,/997/8/343/313/348/374/
PPN,f2f1f0,766,1052,Pedunculopontine nucleus,348,,/997/8/343/313/348/1052/
RAmb,f2f1f0,767,165,Midbrain raphe nuclei,348,,/997/8/343/313/348/165/
IF,f2f1f0,768,12,Interfascicular nucleus raphe,165,,/997/8/343/313/348/165/12/
IPN,f2f1f0,769,100,Interpeduncular nucleus,165,,/997/8/343/313/348/165/100/
RL,f2f1f0,770,197,Rostral linear nucleus raphe,165,,/997/8/343/313/348/165/197/
CLI,f2f1f0,771,591,Central linear nucleus raphe,165,,/997/8/343/313/348/165/591/
DR,f2f1f0,772,872,Dorsal nucleus raphe,165,,/997/8/343/313/348/165/872/
HB,f2f1f0,773,1065,Hindbrain,343,,/997/8/343/1065/
P,f2f1f0,774,771,Pons,1065,,/997/8/343/1065/771/
P-sen,f2f1f0,775,1132,"Pons, sensory related",771,,/997/8/343/1065/771/1132/
NLL,f2f1f0,776,612,Nucleus of the lateral lemniscus,1132,,/997/8/343/1065/771/1132/612/
NLLd,f2f1f0,777,82,"Nucleus of the lateral lemniscus, dorsal part",612,,/997/8/343/1065/771/1132/612/82/
NLLh,f2f1f0,778,90,"Nucleus of the lateral lemniscus, horizontal part",612,,/997/8/343/1065/771/1132/612/90/
NLLv,f2f1f0,779,99,"Nucleus of the lateral lemniscus, ventral part",612,,/997/8/343/1065/771/1132/612/99/
PSV,f2f1f0,780,7,Principal sensory nucleus of the trigeminal,1132,,/997/8/343/1065/771/1132/7/
PB,f2f1f0,781,867,Parabrachial nucleus,1132,,/997/8/343/1065/771/1132/867/
KF,f2f1f0,782,123,Koelliker-Fuse subnucleus,867,,/997/8/343/1065/771/1132/867/123/
PBl,f2f1f0,783,881,"Parabrachial nucleus, lateral division",867,,/997/8/343/1065/771/1132/867/881/
PBlc,f2f1f0,784,860,"Parabrachial nucleus, lateral division, central lateral part",881,,/997/8/343/1065/771/1132/867/881/860/
PBld,f2f1f0,785,868,"Parabrachial nucleus, lateral division, dorsal lateral part",881,,/997/8/343/1065/771/1132/867/881/868/
PBle,f2f1f0,786,875,"Parabrachial nucleus, lateral division, external lateral part",881,,/997/8/343/1065/771/1132/867/881/875/
PBls,f2f1f0,787,883,"Parabrachial nucleus, lateral division, superior lateral part",881,,/997/8/343/1065/771/1132/867/881/883/
PBlv,f2f1f0,788,891,"Parabrachial nucleus, lateral division, ventral lateral part",881,,/997/8/343/1065/771/1132/867/881/891/
PBm,f2f1f0,789,890,"Parabrachial nucleus, medial division",867,,/997/8/343/1065/771/1132/867/890/
PBme,f2f1f0,790,899,"Parabrachial nucleus, medial division, external medial part",890,,/997/8/343/1065/771/1132/867/890/899/
PBmm,f2f1f0,791,915,"Parabrachial nucleus, medial division, medial medial part",890,,/997/8/343/1065/771/1132/867/890/915/
PBmv,f2f1f0,792,923,"Parabrachial nucleus, medial division, ventral medial part",890,,/997/8/343/1065/771/1132/867/890/923/
SOC,f2f1f0,793,398,Superior olivary complex,1132,,/997/8/343/1065/771/1132/398/
POR,f2f1f0,794,122,"Superior olivary complex, periolivary region",398,,/997/8/343/1065/771/1132/398/122/
SOCm,f2f1f0,795,105,"Superior olivary complex, medial part",398,,/997/8/343/1065/771/1132/398/105/
SOCl,f2f1f0,796,114,"Superior olivary complex, lateral part",398,,/997/8/343/1065/771/1132/398/114/
P-mot,f2f1f0,797,987,"Pons, motor related",771,,/997/8/343/1065/771/987/
B,f2f1f0,798,280,Barrington's nucleus,987,,/997/8/343/1065/771/987/280/
DTN,f2f1f0,799,880,Dorsal tegmental nucleus,987,,/997/8/343/1065/771/987/880/
LTN,f2f1f0,800,283,Lateral tegmental nucleus,987,,/997/8/343/1065/771/987/283/
PCG,f2f1f0,801,898,Pontine central gray,987,,/997/8/343/1065/771/987/898/
PG,f2f1f0,802,931,Pontine gray,987,,/997/8/343/1065/771/987/931/
PRNc,f2f1f0,803,1093,"Pontine reticular nucleus, caudal part",987,,/997/8/343/1065/771/987/1093/
PRNv,f2f1f0,804,552,"Pontine reticular nucleus, ventral part",987,,/997/8/343/1065/771/987/552/
SG,f2f1f0,805,318,Supragenual nucleus,987,,/997/8/343/1065/771/987/318/
SSN,f2f1f0,806,462,Superior salivatory nucleus,987,,/997/8/343/1065/771/987/462/
SUT,f2f1f0,807,534,Supratrigeminal nucleus,987,,/997/8/343/1065/771/987/534/
TRN,f2f1f0,808,574,Tegmental reticular nucleus,987,,/997/8/343/1065/771/987/574/
V,f2f1f0,809,621,Motor nucleus of trigeminal,987,,/997/8/343/1065/771/987/621/
P-sat,f2f1f0,810,1117,"Pons, behavioral state related",771,,/997/8/343/1065/771/1117/
CS,f2f1f0,811,679,Superior central nucleus raphe,1117,,/997/8/343/1065/771/1117/679/
CSl,f2f1f0,812,137,"Superior central nucleus raphe, lateral part",679,,/997/8/343/1065/771/1117/679/137/
CSm,f2f1f0,813,130,"Superior central nucleus raphe, medial part",679,,/997/8/343/1065/771/1117/679/130/
LC,f2f1f0,814,147,Locus ceruleus,1117,,/997/8/343/1065/771/1117/147/
LDT,f2f1f0,815,162,Laterodorsal tegmental nucleus,1117,,/997/8/343/1065/771/1117/162/
NI,f2f1f0,816,604,Nucleus incertus,1117,,/997/8/343/1065/771/1117/604/
PRNr,f2f1f0,817,146,Pontine reticular nucleus,1117,,/997/8/343/1065/771/1117/146/
RPO,f2f1f0,818,238,Nucleus raphe pontis,1117,,/997/8/343/1065/771/1117/238/
SLC,f2f1f0,819,350,Subceruleus nucleus,1117,,/997/8/343/1065/771/1117/350/
SLD,f2f1f0,820,358,Sublaterodorsal nucleus,1117,,/997/8/343/1065/771/1117/358/
MY,f2f1f0,821,354,Medulla,1065,,/997/8/343/1065/354/
MY-sen,f2f1f0,822,386,"Medulla, sensory related",354,,/997/8/343/1065/354/386/
AP,f2f1f0,823,207,Area postrema,386,,/997/8/343/1065/354/386/207/
CN,f2f1f0,824,607,Cochlear nuclei,386,,/997/8/343/1065/354/386/607/
CNlam,f2f1f0,825,112,Granular lamina of the cochlear nuclei,607,,/997/8/343/1065/354/386/607/112/
CNspg,f2f1f0,826,560,"Cochlear nucleus, subpedunclular granular region",607,,/997/8/343/1065/354/386/607/560/
DCO,f2f1f0,827,96,Dorsal cochlear nucleus,607,,/997/8/343/1065/354/386/607/96/
VCO,f2f1f0,828,101,Ventral cochlear nucleus,607,,/997/8/343/1065/354/386/607/101/
DCN,f2f1f0,829,720,Dorsal column nuclei,386,,/997/8/343/1065/354/386/720/
CU,f2f1f0,830,711,Cuneate nucleus,720,,/997/8/343/1065/354/386/720/711/
GR,f2f1f0,831,1039,Gracile nucleus,720,,/997/8/343/1065/354/386/720/1039/
ECU,f2f1f0,832,903,External cuneate nucleus,386,,/997/8/343/1065/354/386/903/
NTB,f2f1f0,833,642,Nucleus of the trapezoid body,386,,/997/8/343/1065/354/386/642/
NTS,f2f1f0,834,651,Nucleus of the solitary tract,386,,/997/8/343/1065/354/386/651/
NTSce,f2f1f0,835,659,"Nucleus of the solitary tract, central part",651,,/997/8/343/1065/354/386/651/659/
NTSco,f2f1f0,836,666,"Nucleus of the solitary tract, commissural part",651,,/997/8/343/1065/354/386/651/666/
NTSge,f2f1f0,837,674,"Nucleus of the solitary tract, gelatinous part",651,,/997/8/343/1065/354/386/651/674/
NTSl,f2f1f0,838,682,"Nucleus of the solitary tract, lateral part",651,,/997/8/343/1065/354/386/651/682/
NTSm,f2f1f0,839,691,"Nucleus of the solitary tract, medial part",651,,/997/8/343/1065/354/386/651/691/
SPVC,f2f1f0,840,429,"Spinal nucleus of the trigeminal, caudal part",386,,/997/8/343/1065/354/386/429/
SPVI,f2f1f0,841,437,"Spinal nucleus of the trigeminal, interpolar part",386,,/997/8/343/1065/354/386/437/
SPVO,f2f1f0,842,445,"Spinal nucleus of the trigeminal, oral part",386,,/997/8/343/1065/354/386/445/
SPVOcdm,f2f1f0,843,77,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",445,,/997/8/343/1065/354/386/445/77/
SPVOmdmd,f2f1f0,844,53,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",445,,/997/8/343/1065/354/386/445/53/
SPVOmdmv,f2f1f0,845,61,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",445,,/997/8/343/1065/354/386/445/61/
SPVOrdm,f2f1f0,846,45,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",445,,/997/8/343/1065/354/386/445/45/
SPVOvl,f2f1f0,847,69,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",445,,/997/8/343/1065/354/386/445/69/
z,f2f1f0,848,789,Nucleus z,386,,/997/8/343/1065/354/386/789/
MY-mot,f2f1f0,849,370,"Medulla, motor related",354,,/997/8/343/1065/354/370/
VI,f2f1f0,850,653,Abducens nucleus,370,,/997/8/343/1065/354/370/653/
ACVI,f2f1f0,851,568,Accessory abducens nucleus,370,,/997/8/343/1065/354/370/568/
VII,f2f1f0,852,661,Facial motor nucleus,370,,/997/8/343/1065/354/370/661/
ACVII,f2f1f0,853,576,Accessory facial motor nucleus,370,,/997/8/343/1065/354/370/576/
EV,f2f1f0,854,640,Efferent vestibular nucleus,370,,/997/8/343/1065/354/370/640/
AMB,f2f1f0,855,135,Nucleus ambiguus,370,,/997/8/343/1065/354/370/135/
AMBd,f2f1f0,856,939,"Nucleus ambiguus, dorsal division",135,,/997/8/343/1065/354/370/135/939/
AMBv,f2f1f0,857,143,"Nucleus ambiguus, ventral division",135,,/997/8/343/1065/354/370/135/143/
DMX,f2f1f0,858,839,Dorsal motor nucleus of the vagus nerve,370,,/997/8/343/1065/354/370/839/
ECO,f2f1f0,859,887,Efferent cochlear group,370,,/997/8/343/1065/354/370/887/
GRN,f2f1f0,860,1048,Gigantocellular reticular nucleus,370,,/997/8/343/1065/354/370/1048/
ICB,f2f1f0,861,372,Infracerebellar nucleus,370,,/997/8/343/1065/354/370/372/
IO,f2f1f0,862,83,Inferior olivary complex,370,,/997/8/343/1065/354/370/83/
IRN,f2f1f0,863,136,Intermediate reticular nucleus,370,,/997/8/343/1065/354/370/136/
ISN,f2f1f0,864,106,Inferior salivatory nucleus,370,,/997/8/343/1065/354/370/106/
LIN,f2f1f0,865,203,Linear nucleus of the medulla,370,,/997/8/343/1065/354/370/203/
LRN,f2f1f0,866,235,Lateral reticular nucleus,370,,/997/8/343/1065/354/370/235/
LRNm,f2f1f0,867,955,"Lateral reticular nucleus, magnocellular part",235,,/997/8/343/1065/354/370/235/955/
LRNp,f2f1f0,868,963,"Lateral reticular nucleus, parvicellular part",235,,/997/8/343/1065/354/370/235/963/
MARN,f2f1f0,869,307,Magnocellular reticular nucleus,370,,/997/8/343/1065/354/370/307/
MDRN,f2f1f0,870,395,Medullary reticular nucleus,370,,/997/8/343/1065/354/370/395/
MDRNd,f2f1f0,871,1098,"Medullary reticular nucleus, dorsal part",395,,/997/8/343/1065/354/370/395/1098/
MDRNv,f2f1f0,872,1107,"Medullary reticular nucleus, ventral part",395,,/997/8/343/1065/354/370/395/1107/
PARN,f2f1f0,873,852,Parvicellular reticular nucleus,370,,/997/8/343/1065/354/370/852/
PAS,f2f1f0,874,859,Parasolitary nucleus,370,,/997/8/343/1065/354/370/859/
PGRN,f2f1f0,875,938,Paragigantocellular reticular nucleus,370,,/997/8/343/1065/354/370/938/
PGRNd,f2f1f0,876,970,"Paragigantocellular reticular nucleus, dorsal part",938,,/997/8/343/1065/354/370/938/970/
PGRNl,f2f1f0,877,978,"Paragigantocellular reticular nucleus, lateral part",938,,/997/8/343/1065/354/370/938/978/
PHY,f2f1f0,878,154,Perihypoglossal nuclei,370,,/997/8/343/1065/354/370/154/
NIS,f2f1f0,879,161,Nucleus intercalatus,154,,/997/8/343/1065/354/370/154/161/
NR,f2f1f0,880,177,Nucleus of Roller,154,,/997/8/343/1065/354/370/154/177/
PRP,f2f1f0,881,169,Nucleus prepositus,154,,/997/8/343/1065/354/370/154/169/
PMR,f2f1f0,882,995,Paramedian reticular nucleus,370,,/997/8/343/1065/354/370/995/
PPY,f2f1f0,883,1069,Parapyramidal nucleus,370,,/997/8/343/1065/354/370/1069/
PPYd,f2f1f0,884,185,"Parapyramidal nucleus, deep part",1069,,/997/8/343/1065/354/370/1069/185/
PPYs,f2f1f0,885,193,"Parapyramidal nucleus, superficial part",1069,,/997/8/343/1065/354/370/1069/193/
VNC,f2f1f0,886,701,Vestibular nuclei,370,,/997/8/343/1065/354/370/701/
LAV,f2f1f0,887,209,Lateral vestibular nucleus,701,,/997/8/343/1065/354/370/701/209/
MV,f2f1f0,888,202,Medial vestibular nucleus,701,,/997/8/343/1065/354/370/701/202/
SPIV,f2f1f0,889,225,Spinal vestibular nucleus,701,,/997/8/343/1065/354/370/701/225/
SUV,f2f1f0,890,217,Superior vestibular nucleus,701,,/997/8/343/1065/354/370/701/217/
x,f2f1f0,891,765,Nucleus x,370,,/997/8/343/1065/354/370/765/
XII,f2f1f0,892,773,Hypoglossal nucleus,370,,/997/8/343/1065/354/370/773/
y,f2f1f0,893,781,Nucleus y,370,,/997/8/343/1065/354/370/781/
INV,f2f1f0,894,76,Interstitial nucleus of the vestibular nerve,370,,/997/8/343/1065/354/370/76/
MY-sat,f2f1f0,895,379,"Medulla, behavioral state related",354,,/997/8/343/1065/354/379/
RM,f2f1f0,896,206,Nucleus raphe magnus,379,,/997/8/343/1065/354/379/206/
RPA,f2f1f0,897,230,Nucleus raphe pallidus,379,,/997/8/343/1065/354/379/230/
RO,f2f1f0,898,222,Nucleus raphe obscurus,379,,/997/8/343/1065/354/379/222/
CB,f2f1f0,899,512,Cerebellum,8,,/997/8/512/
CBX,f2f1f0,900,528,Cerebellar cortex,512,,/997/8/512/528/
VERM,f2f1f0,901,645,Vermal regions,528,,/997/8/512/528/645/
LING,f2f1f0,902,912,Lingula (I),645,,/997/8/512/528/645/912/
LINGmo,f2f1f0,903,10707,"Lingula (I), molecular layer",912,,/997/8/512/528/645/912/10707/
LINGpu,f2f1f0,904,10706,"Lingula (I), Purkinje layer",912,,/997/8/512/528/645/912/10706/
LINGgr,f2f1f0,905,10705,"Lingula (I), granular layer",912,,/997/8/512/528/645/912/10705/
CENT,f2f1f0,906,920,Central lobule,645,,/997/8/512/528/645/920/
CENT2,f2f1f0,907,976,Lobule II,920,,/997/8/512/528/645/920/976/
CENT2mo,f2f1f0,908,10710,"Lobule II, molecular layer",976,,/997/8/512/528/645/920/976/10710/
CENT2pu,f2f1f0,909,10709,"Lobule II, Purkinje layer",976,,/997/8/512/528/645/920/976/10709/
CENT2gr,f2f1f0,910,10708,"Lobule II, granular layer",976,,/997/8/512/528/645/920/976/10708/
CENT3,f2f1f0,911,984,Lobule III,920,,/997/8/512/528/645/920/984/
CENT3mo,f2f1f0,912,10713,"Lobule III, molecular layer",984,,/997/8/512/528/645/920/984/10713/
CENT3pu,f2f1f0,913,10712,"Lobule III, Purkinje layer",984,,/997/8/512/528/645/920/984/10712/
CENT3gr,f2f1f0,914,10711,"Lobule III, granular layer",984,,/997/8/512/528/645/920/984/10711/
CUL,f2f1f0,915,928,Culmen,645,,/997/8/512/528/645/928/
CUL4,f2f1f0,916,992,Lobule IV,928,,/997/8/512/528/645/928/992/
CUL4mo,f2f1f0,917,10716,"Lobule IV, molecular layer",992,,/997/8/512/528/645/928/992/10716/
CUL4pu,f2f1f0,918,10715,"Lobule IV, Purkinje layer",992,,/997/8/512/528/645/928/992/10715/
CUL4gr,f2f1f0,919,10714,"Lobule IV, granular layer",992,,/997/8/512/528/645/928/992/10714/
CUL5,f2f1f0,920,1001,Lobule V,928,,/997/8/512/528/645/928/1001/
CUL5mo,f2f1f0,921,10719,"Lobule V, molecular layer",1001,,/997/8/512/528/645/928/1001/10719/
CUL5pu,f2f1f0,922,10718,"Lobule V, Purkinje layer",1001,,/997/8/512/528/645/928/1001/10718/
CUL5gr,f2f1f0,923,10717,"Lobule V, granular layer",1001,,/997/8/512/528/645/928/1001/10717/
"CUL4, 5",f2f1f0,924,1091,Lobules IV-V,928,,/997/8/512/528/645/928/1091/
"CUL4, 5mo",f2f1f0,925,10722,"Lobules IV-V, molecular layer",1091,,/997/8/512/528/645/928/1091/10722/
"CUL4, 5pu",f2f1f0,926,10721,"Lobules IV-V, Purkinje layer",1091,,/997/8/512/528/645/928/1091/10721/
"CUL4, 5gr",f2f1f0,927,10720,"Lobules IV-V, granular layer",1091,,/997/8/512/528/645/928/1091/10720/
DEC,f2f1f0,928,936,Declive (VI),645,,/997/8/512/528/645/936/
DECmo,f2f1f0,929,10725,"Declive (VI), molecular layer",936,,/997/8/512/528/645/936/10725/
DECpu,f2f1f0,930,10724,"Declive (VI), Purkinje layer",936,,/997/8/512/528/645/936/10724/
DECgr,f2f1f0,931,10723,"Declive (VI), granular layer",936,,/997/8/512/528/645/936/10723/
FOTU,f2f1f0,932,944,Folium-tuber vermis (VII),645,,/997/8/512/528/645/944/
FOTUmo,f2f1f0,933,10728,"Folium-tuber vermis (VII), molecular layer",944,,/997/8/512/528/645/944/10728/
FOTUpu,f2f1f0,934,10727,"Folium-tuber vermis (VII), Purkinje layer",944,,/997/8/512/528/645/944/10727/
FOTUgr,f2f1f0,935,10726,"Folium-tuber vermis (VII), granular layer",944,,/997/8/512/528/645/944/10726/
PYR,f2f1f0,936,951,Pyramus (VIII),645,,/997/8/512/528/645/951/
PYRmo,f2f1f0,937,10731,"Pyramus (VIII), molecular layer",951,,/997/8/512/528/645/951/10731/
PYRpu,f2f1f0,938,10730,"Pyramus (VIII), Purkinje layer",951,,/997/8/512/528/645/951/10730/
PYRgr,f2f1f0,939,10729,"Pyramus (VIII), granular layer",951,,/997/8/512/528/645/951/10729/
UVU,f2f1f0,940,957,Uvula (IX),645,,/997/8/512/528/645/957/
UVUmo,f2f1f0,941,10734,"Uvula (IX), molecular layer",957,,/997/8/512/528/645/957/10734/
UVUpu,f2f1f0,942,10733,"Uvula (IX), Purkinje layer",957,,/997/8/512/528/645/957/10733/
UVUgr,f2f1f0,943,10732,"Uvula (IX), granular layer",957,,/997/8/512/528/645/957/10732/
NOD,f2f1f0,944,968,Nodulus (X),645,,/997/8/512/528/645/968/
NODmo,f2f1f0,945,10737,"Nodulus (X), molecular layer",968,,/997/8/512/528/645/968/10737/
NODpu,f2f1f0,946,10736,"Nodulus (X), Purkinje layer",968,,/997/8/512/528/645/968/10736/
NODgr,f2f1f0,947,10735,"Nodulus (X), granular layer",968,,/997/8/512/528/645/968/10735/
HEM,f2f1f0,948,1073,Hemispheric regions,528,,/997/8/512/528/1073/
SIM,f2f1f0,949,1007,Simple lobule,1073,,/997/8/512/528/1073/1007/
SIMmo,f2f1f0,950,10674,"Simple lobule, molecular layer",1007,,/997/8/512/528/1073/1007/10674/
SIMpu,f2f1f0,951,10673,"Simple lobule, Purkinje layer",1007,,/997/8/512/528/1073/1007/10673/
SIMgr,f2f1f0,952,10672,"Simple lobule, granular layer",1007,,/997/8/512/528/1073/1007/10672/
AN,f2f1f0,953,1017,Ansiform lobule,1073,,/997/8/512/528/1073/1017/
ANcr1,f2f1f0,954,1056,Crus 1,1017,,/997/8/512/528/1073/1017/1056/
ANcr1mo,f2f1f0,955,10677,"Crus 1, molecular layer",1056,,/997/8/512/528/1073/1017/1056/10677/
ANcr1pu,f2f1f0,956,10676,"Crus 1, Purkinje layer",1056,,/997/8/512/528/1073/1017/1056/10676/
ANcr1gr,f2f1f0,957,10675,"Crus 1, granular layer",1056,,/997/8/512/528/1073/1017/1056/10675/
ANcr2,f2f1f0,958,1064,Crus 2,1017,,/997/8/512/528/1073/1017/1064/
ANcr2mo,f2f1f0,959,10680,"Crus 2, molecular layer",1064,,/997/8/512/528/1073/1017/1064/10680/
ANcr2pu,f2f1f0,960,10679,"Crus 2, Purkinje layer",1064,,/997/8/512/528/1073/1017/1064/10679/
ANcr2gr,f2f1f0,961,10678,"Crus 2, granular layer",1064,,/997/8/512/528/1073/1017/1064/10678/
PRM,f2f1f0,962,1025,Paramedian lobule,1073,,/997/8/512/528/1073/1025/
PRMmo,f2f1f0,963,10683,"Paramedian lobule, molecular layer",1025,,/997/8/512/528/1073/1025/10683/
PRMpu,f2f1f0,964,10682,"Paramedian lobule, Purkinje layer",1025,,/997/8/512/528/1073/1025/10682/
PRMgr,f2f1f0,965,10681,"Paramedian lobule, granular layer",1025,,/997/8/512/528/1073/1025/10681/
COPY,f2f1f0,966,1033,Copula pyramidis,1073,,/997/8/512/528/1073/1033/
COPYmo,f2f1f0,967,10686,"Copula pyramidis, molecular layer",1033,,/997/8/512/528/1073/1033/10686/
COPYpu,f2f1f0,968,10685,"Copula pyramidis, Purkinje layer",1033,,/997/8/512/528/1073/1033/10685/
COPYgr,f2f1f0,969,10684,"Copula pyramidis, granular layer",1033,,/997/8/512/528/1073/1033/10684/
PFL,f2f1f0,970,1041,Paraflocculus,1073,,/997/8/512/528/1073/1041/
PFLmo,f2f1f0,971,10689,"Paraflocculus, molecular layer",1041,,/997/8/512/528/1073/1041/10689/
PFLpu,f2f1f0,972,10688,"Paraflocculus, Purkinje layer",1041,,/997/8/512/528/1073/1041/10688/
PFLgr,f2f1f0,973,10687,"Paraflocculus, granular layer",1041,,/997/8/512/528/1073/1041/10687/
FL,f2f1f0,974,1049,Flocculus,1073,,/997/8/512/528/1073/1049/
FLmo,f2f1f0,975,10692,"Flocculus, molecular layer",1049,,/997/8/512/528/1073/1049/10692/
FLpu,f2f1f0,976,10691,"Flocculus, Purkinje layer",1049,,/997/8/512/528/1073/1049/10691/
FLgr,f2f1f0,977,10690,"Flocculus, granular layer",1049,,/997/8/512/528/1073/1049/10690/
CBXmo,f2f1f0,978,1144,"Cerebellar cortex, molecular layer",528,,/997/8/512/528/1144/
CBXpu,f2f1f0,979,1145,"Cerebellar cortex, Purkinje layer",528,,/997/8/512/528/1145/
CBXgr,f2f1f0,980,1143,"Cerebellar cortex, granular layer",528,,/997/8/512/528/1143/
CBN,f2f1f0,981,519,Cerebellar nuclei,512,,/997/8/512/519/
FN,f2f1f0,982,989,Fastigial nucleus,519,,/997/8/512/519/989/
IP,f2f1f0,983,91,Interposed nucleus,519,,/997/8/512/519/91/
DN,f2f1f0,984,846,Dentate nucleus,519,,/997/8/512/519/846/
fiber tracts,f2f1f0,985,1009,fiber tracts,997,,/997/1009/
cm,f2f1f0,986,967,cranial nerves,1009,,/997/1009/967/
tn,f2f1f0,987,885,terminal nerve,967,,/997/1009/967/885/
von,f2f1f0,988,949,vomeronasal nerve,967,,/997/1009/967/949/
In,f2f1f0,989,840,olfactory nerve,967,,/997/1009/967/840/
onl,f2f1f0,990,1016,olfactory nerve layer of main olfactory bulb,840,,/997/1009/967/840/1016/
lotg,f2f1f0,991,21,"lateral olfactory tract, general",840,,/997/1009/967/840/21/
lot,f2f1f0,992,665,"lateral olfactory tract, body",21,,/997/1009/967/840/21/665/
lotd,f2f1f0,993,538,dorsal limb,21,,/997/1009/967/840/21/538/
aolt,f2f1f0,994,459,accessory olfactory tract,21,,/997/1009/967/840/21/459/
aco,f2f1f0,995,900,"anterior commissure, olfactory limb",840,,/997/1009/967/840/900/
IIn,f2f1f0,996,848,optic nerve,967,,/997/1009/967/848/
aot,f2f1f0,997,876,accessory optic tract,848,,/997/1009/967/848/876/
bsc,f2f1f0,998,916,brachium of the superior colliculus,848,,/997/1009/967/848/916/
csc,f2f1f0,999,336,superior colliculus commissure,848,,/997/1009/967/848/336/
och,f2f1f0,1000,117,optic chiasm,848,,/997/1009/967/848/117/
opt,f2f1f0,1001,125,optic tract,848,,/997/1009/967/848/125/
ttp,f2f1f0,1002,357,tectothalamic pathway,848,,/997/1009/967/848/357/
IIIn,f2f1f0,1003,832,oculomotor nerve,967,,/997/1009/967/832/
mlf,f2f1f0,1004,62,medial longitudinal fascicle,832,,/997/1009/967/832/62/
pc,f2f1f0,1005,158,posterior commissure,832,,/997/1009/967/832/158/
IVn,f2f1f0,1006,911,trochlear nerve,967,,/997/1009/967/911/
IVd,f2f1f0,1007,384,trochlear nerve decussation,911,,/997/1009/967/911/384/
VIn,f2f1f0,1008,710,abducens nerve,967,,/997/1009/967/710/
Vn,f2f1f0,1009,901,trigeminal nerve,967,,/997/1009/967/901/
moV,f2f1f0,1010,93,motor root of the trigeminal nerve,901,,/997/1009/967/901/93/
sV,f2f1f0,1011,229,sensory root of the trigeminal nerve,901,,/997/1009/967/901/229/
mtV,f2f1f0,1012,705,midbrain tract of the trigeminal nerve,229,,/997/1009/967/901/229/705/
sptV,f2f1f0,1013,794,spinal tract of the trigeminal nerve,229,,/997/1009/967/901/229/794/
VIIn,f2f1f0,1014,798,facial nerve,967,,/997/1009/967/798/
iVIIn,f2f1f0,1015,1131,intermediate nerve,798,,/997/1009/967/798/1131/
gVIIn,f2f1f0,1016,1116,genu of the facial nerve,798,,/997/1009/967/798/1116/
VIIIn,f2f1f0,1017,933,vestibulocochlear nerve,967,,/997/1009/967/933/
cvb,f2f1f0,1018,1076,efferent cochleovestibular bundle,933,,/997/1009/967/933/1076/
vVIIIn,f2f1f0,1019,413,vestibular nerve,933,,/997/1009/967/933/413/
cVIIIn,f2f1f0,1020,948,cochlear nerve,933,,/997/1009/967/933/948/
tb,f2f1f0,1021,841,trapezoid body,948,,/997/1009/967/933/948/841/
ias,f2f1f0,1022,641,intermediate acoustic stria,948,,/997/1009/967/933/948/641/
das,f2f1f0,1023,506,dorsal acoustic stria,948,,/997/1009/967/933/948/506/
ll,f2f1f0,1024,658,lateral lemniscus,948,,/997/1009/967/933/948/658/
cic,f2f1f0,1025,633,inferior colliculus commissure,948,,/997/1009/967/933/948/633/
bic,f2f1f0,1026,482,brachium of the inferior colliculus,948,,/997/1009/967/933/948/482/
IXn,f2f1f0,1027,808,glossopharyngeal nerve,967,,/997/1009/967/808/
Xn,f2f1f0,1028,917,vagus nerve,967,,/997/1009/967/917/
ts,f2f1f0,1029,237,solitary tract,917,,/997/1009/967/917/237/
XIn,f2f1f0,1030,717,accessory spinal nerve,967,,/997/1009/967/717/
XIIn,f2f1f0,1031,813,hypoglossal nerve,967,,/997/1009/967/813/
vrt,f2f1f0,1032,925,ventral roots,967,,/997/1009/967/925/
drt,f2f1f0,1033,792,dorsal roots,967,,/997/1009/967/792/
cett,f2f1f0,1034,932,cervicothalamic tract,792,,/997/1009/967/792/932/
dl,f2f1f0,1035,570,dorsolateral fascicle,932,,/997/1009/967/792/932/570/
